Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1957,60,Male,Hoodie,Clothing,87,New Hampshire,M,Green,Summer,4.8,No,2-Day Shipping,No,No,50,Cash,Quarterly
1958,43,Male,Blouse,Clothing,70,Louisiana,M,Beige,Spring,4.6,No,2-Day Shipping,No,No,37,Bank Transfer,Annually
1959,57,Male,Boots,Footwear,21,Montana,L,Violet,Spring,3.0,No,Next Day Air,No,No,16,PayPal,Monthly
1960,56,Male,Handbag,Accessories,57,New Hampshire,XL,Charcoal,Summer,4.4,No,Express,No,No,30,PayPal,Bi-Weekly
1961,66,Male,Coat,Outerwear,31,South Dakota,M,Green,Winter,3.9,No,Express,No,No,50,Venmo,Quarterly
1962,52,Male,Blouse,Clothing,83,Montana,M,Gray,Spring,4.0,No,Free Shipping,No,No,5,Cash,Quarterly
1963,63,Male,Handbag,Accessories,32,North Carolina,M,Magenta,Spring,2.5,No,Express,No,No,15,Bank Transfer,Bi-Weekly
1964,50,Male,Sunglasses,Accessories,81,South Dakota,S,Silver,Summer,4.1,No,Next Day Air,No,No,34,Bank Transfer,Monthly
1965,42,Male,Shoes,Footwear,27,Oklahoma,S,Peach,Winter,2.6,No,Store Pickup,No,No,26,Debit Card,Annually
1966,40,Male,Backpack,Accessories,37,Nebraska,XL,Orange,Spring,3.1,No,Free Shipping,No,No,34,Credit Card,Quarterly
1967,67,Male,Scarf,Accessories,54,Illinois,S,Yellow,Summer,3.2,No,Store Pickup,No,No,37,Credit Card,Weekly
1968,35,Male,Backpack,Accessories,25,Colorado,M,Violet,Summer,4.2,No,Standard,No,No,28,Bank Transfer,Annually
1969,18,Male,Coat,Outerwear,46,Massachusetts,S,Green,Fall,2.6,No,Next Day Air,No,No,38,Cash,Monthly
1970,52,Male,Hoodie,Clothing,78,Louisiana,L,Pink,Summer,3.1,No,Next Day Air,No,No,2,Cash,Quarterly
1971,69,Male,Boots,Footwear,57,Ohio,M,Violet,Summer,2.5,No,Store Pickup,No,No,5,Debit Card,Monthly
1972,56,Male,Shorts,Clothing,84,Rhode Island,M,Turquoise,Winter,4.0,No,Store Pickup,No,No,31,Cash,Monthly
1973,27,Male,Handbag,Accessories,60,Illinois,M,Cyan,Summer,3.5,No,Express,No,No,43,PayPal,Quarterly
1974,57,Male,Dress,Clothing,72,New York,XL,Orange,Spring,4.4,No,Free Shipping,No,No,19,Venmo,Annually
1975,58,Male,Shoes,Footwear,36,Louisiana,M,Cyan,Fall,2.9,No,Store Pickup,No,No,32,Credit Card,Quarterly
1976,23,Male,Sneakers,Footwear,80,California,XL,Indigo,Spring,3.1,No,2-Day Shipping,No,No,5,Debit Card,Monthly
1977,19,Male,Socks,Clothing,63,Washington,M,Black,Spring,4.4,No,Free Shipping,No,No,9,Bank Transfer,Quarterly
1978,40,Male,Jacket,Outerwear,49,South Dakota,L,Purple,Winter,4.4,No,Standard,No,No,48,Credit Card,Weekly
1979,50,Male,Socks,Clothing,78,North Dakota,M,Green,Summer,4.9,No,Free Shipping,No,No,20,Credit Card,Bi-Weekly
1980,69,Male,Handbag,Accessories,38,Washington,L,Teal,Winter,3.5,No,2-Day Shipping,No,No,42,Cash,Annually
1981,42,Male,Hat,Accessories,37,Alaska,L,Teal,Spring,4.8,No,Free Shipping,No,No,45,PayPal,Monthly
1982,37,Male,Blouse,Clothing,92,Kansas,M,Magenta,Summer,4.2,No,2-Day Shipping,No,No,41,Cash,Bi-Weekly
1983,46,Male,Shorts,Clothing,88,Utah,XL,Brown,Spring,4.6,No,Standard,No,No,36,Debit Card,Quarterly
1984,64,Male,Shirt,Clothing,43,Wyoming,L,Orange,Spring,2.9,No,Standard,No,No,10,Venmo,Annually
1985,20,Male,Boots,Footwear,41,Maine,XL,Blue,Fall,4.0,No,Store Pickup,No,No,31,Venmo,Annually
1986,40,Male,Jacket,Outerwear,90,Michigan,L,Magenta,Spring,4.9,No,Standard,No,No,21,Credit Card,Quarterly
1987,64,Male,Jacket,Outerwear,53,Illinois,L,Magenta,Summer,3.1,No,Next Day Air,No,No,16,Cash,Quarterly
1988,20,Male,Belt,Accessories,38,Massachusetts,S,Olive,Winter,2.5,No,2-Day Shipping,No,No,20,Debit Card,Weekly
1989,43,Male,Handbag,Accessories,24,New Jersey,S,Cyan,Spring,3.4,No,Express,No,No,21,Bank Transfer,Annually
1990,60,Male,Coat,Outerwear,56,Kansas,M,Purple,Spring,3.7,No,Express,No,No,23,Credit Card,Quarterly
1991,39,Male,Sweater,Clothing,87,Kentucky,M,Purple,Winter,4.2,No,Standard,No,No,20,PayPal,Weekly
1992,47,Male,Shorts,Clothing,43,Rhode Island,S,Peach,Spring,3.4,No,Express,No,No,30,PayPal,Monthly
1993,34,Male,Gloves,Accessories,47,Tennessee,M,Magenta,Spring,4.7,No,Next Day Air,No,No,48,Bank Transfer,Bi-Weekly
1994,43,Male,Sandals,Footwear,28,Texas,M,Violet,Summer,4.6,No,Free Shipping,No,No,7,Cash,Quarterly
1995,55,Male,Socks,Clothing,76,Nebraska,S,Charcoal,Summer,2.6,No,Next Day Air,No,No,4,Debit Card,Weekly
1996,66,Male,Jewelry,Accessories,31,Pennsylvania,S,Blue,Summer,3.1,No,Standard,No,No,49,Cash,Monthly
1997,41,Male,Sunglasses,Accessories,27,Virginia,XL,Red,Fall,3.2,No,Free Shipping,No,No,22,Cash,Weekly
1998,47,Male,Coat,Outerwear,87,Vermont,S,Purple,Winter,3.9,No,Express,No,No,39,Bank Transfer,Monthly
1999,51,Male,Belt,Accessories,39,Oklahoma,L,Gray,Spring,4.9,No,Express,No,No,45,PayPal,Quarterly
2000,44,Male,Coat,Outerwear,56,Maine,M,Purple,Summer,4.1,No,2-Day Shipping,No,No,30,PayPal,Monthly
2001,18,Male,Scarf,Accessories,32,New Jersey,M,Silver,Summer,4.2,No,Next Day Air,No,No,33,Credit Card,Monthly
2002,33,Male,Sandals,Footwear,63,Massachusetts,M,Purple,Fall,4.1,No,Next Day Air,No,No,24,Cash,Monthly
2003,24,Male,Belt,Accessories,27,New Jersey,M,Charcoal,Summer,3.9,No,Free Shipping,No,No,11,Debit Card,Quarterly
2004,27,Male,Scarf,Accessories,41,West Virginia,L,Peach,Spring,2.7,No,Next Day Air,No,No,30,PayPal,Monthly
2005,46,Male,Pants,Clothing,85,Delaware,M,Red,Spring,2.5,No,Next Day Air,No,No,39,Venmo,Quarterly
2006,38,Male,Shoes,Footwear,40,Texas,L,Olive,Spring,3.9,No,Free Shipping,No,No,10,Debit Card,Annually
2007,63,Male,Boots,Footwear,21,Texas,L,Gray,Summer,3.0,No,Express,No,No,4,Credit Card,Quarterly
2008,47,Male,Jacket,Outerwear,97,Mississippi,M,Beige,Summer,3.2,No,2-Day Shipping,No,No,16,Cash,Weekly
2009,41,Male,Jacket,Outerwear,67,Virginia,M,Red,Fall,2.7,No,Standard,No,No,11,Debit Card,Quarterly
2010,53,Male,Boots,Footwear,32,New Hampshire,XL,Peach,Fall,3.0,No,Store Pickup,No,No,30,Debit Card,Monthly
2011,29,Male,Shoes,Footwear,32,Minnesota,M,Maroon,Winter,4.1,No,Next Day Air,No,No,40,Debit Card,Annually
2012,61,Male,Belt,Accessories,33,Maryland,XL,Purple,Spring,3.2,No,2-Day Shipping,No,No,13,Credit Card,Annually
2013,69,Male,Jewelry,Accessories,25,Vermont,M,Maroon,Summer,4.5,No,Store Pickup,No,No,28,Venmo,Quarterly
2014,51,Male,Jewelry,Accessories,43,Kansas,M,Gray,Summer,4.3,No,Store Pickup,No,No,49,Debit Card,Monthly
2015,24,Male,Pants,Clothing,89,Idaho,M,Gray,Fall,3.5,No,Standard,No,No,23,Credit Card,Weekly
2016,70,Male,Shorts,Clothing,38,Oklahoma,L,Cyan,Spring,3.9,No,Standard,No,No,17,PayPal,Monthly
2017,49,Male,Hoodie,Clothing,47,California,M,Silver,Fall,2.7,No,Express,No,No,24,PayPal,Monthly
2018,32,Male,Hoodie,Clothing,35,New York,L,Magenta,Spring,2.7,No,Free Shipping,No,No,22,Debit Card,Quarterly
2019,57,Male,Shorts,Clothing,67,Arizona,XL,Yellow,Spring,4.7,No,Standard,No,No,27,Cash,Monthly
2020,42,Male,Scarf,Accessories,75,Kentucky,L,Indigo,Winter,3.0,No,2-Day Shipping,No,No,27,Bank Transfer,Weekly
2021,30,Male,Socks,Clothing,58,Vermont,S,Indigo,Fall,3.6,No,Store Pickup,No,No,8,Venmo,Quarterly
2022,35,Male,Handbag,Accessories,38,Missouri,S,Yellow,Fall,3.3,No,Standard,No,No,43,PayPal,Quarterly
2023,19,Male,Sunglasses,Accessories,25,Michigan,XL,Gold,Spring,4.3,No,Store Pickup,No,No,24,Cash,Monthly
2024,42,Male,Dress,Clothing,90,New York,M,Charcoal,Spring,4.8,No,Free Shipping,No,No,10,Bank Transfer,Monthly
2025,36,Male,Sneakers,Footwear,27,New Mexico,XL,Olive,Spring,4.0,No,Store Pickup,No,No,12,PayPal,Monthly
2026,45,Male,Sunglasses,Accessories,27,Mississippi,L,Black,Winter,3.5,No,Standard,No,No,48,Cash,Monthly
2027,54,Male,T-shirt,Clothing,80,New Mexico,M,Red,Summer,4.4,No,Store Pickup,No,No,1,Bank Transfer,Annually
2028,27,Male,Hat,Accessories,48,Florida,M,Brown,Summer,4.6,No,2-Day Shipping,No,No,26,Credit Card,Monthly
2029,53,Male,Shorts,Clothing,86,Minnesota,M,Silver,Fall,4.0,No,Express,No,No,9,PayPal,Annually
2030,20,Male,Hoodie,Clothing,55,New Hampshire,M,Silver,Winter,4.2,No,Free Shipping,No,No,19,Debit Card,Quarterly
2031,54,Male,Sunglasses,Accessories,33,Vermont,M,Purple,Fall,3.9,No,Free Shipping,No,No,3,Cash,Quarterly
2032,65,Male,Blouse,Clothing,35,Minnesota,M,Purple,Summer,3.7,No,Express,No,No,40,Venmo,Weekly
2033,43,Male,Jeans,Clothing,44,Massachusetts,S,Turquoise,Summer,3.6,No,Store Pickup,No,No,13,Bank Transfer,Quarterly
2034,19,Male,Dress,Clothing,98,South Dakota,S,Indigo,Fall,3.6,No,2-Day Shipping,No,No,4,Venmo,Quarterly
2035,26,Male,Socks,Clothing,45,Florida,L,Blue,Summer,2.9,No,Store Pickup,No,No,26,Bank Transfer,Monthly
2036,57,Male,Sunglasses,Accessories,37,Wisconsin,L,Maroon,Fall,4.4,No,Free Shipping,No,No,19,Debit Card,Weekly
2037,20,Male,Coat,Outerwear,35,Maine,L,Yellow,Winter,4.6,No,Express,No,No,1,Credit Card,Quarterly
2038,44,Male,Backpack,Accessories,34,Delaware,M,Peach,Summer,3.2,No,Free Shipping,No,No,38,Venmo,Monthly
2039,52,Male,Pants,Clothing,58,North Dakota,M,Silver,Winter,4.9,No,2-Day Shipping,No,No,31,PayPal,Annually
2040,57,Male,Gloves,Accessories,41,California,M,Turquoise,Summer,5.0,No,Free Shipping,No,No,35,Venmo,Annually
2041,40,Male,Jacket,Outerwear,68,New Mexico,S,Olive,Spring,3.3,No,Express,No,No,40,Cash,Quarterly
2042,23,Male,Shorts,Clothing,38,Iowa,XL,Peach,Summer,4.4,No,Store Pickup,No,No,13,Venmo,Quarterly
2043,36,Male,Pants,Clothing,51,Colorado,S,Indigo,Fall,4.7,No,Store Pickup,No,No,9,Bank Transfer,Quarterly
2044,29,Male,Blouse,Clothing,71,Iowa,XL,Maroon,Summer,3.2,No,Free Shipping,No,No,3,Bank Transfer,Monthly
2045,63,Male,Shirt,Clothing,83,Louisiana,L,Black,Spring,3.0,No,Next Day Air,No,No,35,Credit Card,Bi-Weekly
2046,60,Male,Jewelry,Accessories,25,Alabama,XL,Teal,Summer,4.4,No,Store Pickup,No,No,13,Venmo,Monthly
2047,64,Male,Backpack,Accessories,61,Nevada,XL,Olive,Fall,3.3,No,Express,No,No,31,Debit Card,Annually
2048,63,Male,Jewelry,Accessories,74,Vermont,M,Gold,Winter,3.4,No,Express,No,No,48,Credit Card,Bi-Weekly
2049,61,Male,Dress,Clothing,38,Mississippi,L,Orange,Winter,2.9,No,Store Pickup,No,No,43,Cash,Bi-Weekly
2050,69,Male,Dress,Clothing,63,Washington,M,Teal,Spring,2.7,No,2-Day Shipping,No,No,8,Cash,Annually
2051,47,Male,Sweater,Clothing,69,Colorado,M,Beige,Spring,3.4,No,Store Pickup,No,No,6,Debit Card,Weekly
2052,41,Male,Hoodie,Clothing,93,Nevada,M,White,Spring,3.7,No,2-Day Shipping,No,No,32,Venmo,Monthly
2053,41,Male,Shoes,Footwear,36,Oklahoma,XL,Teal,Spring,3.1,No,Express,No,No,38,PayPal,Quarterly
2054,42,Male,Jacket,Outerwear,75,Mississippi,L,Orange,Fall,4.2,No,2-Day Shipping,No,No,48,Credit Card,Monthly
2055,66,Male,Backpack,Accessories,70,Arkansas,M,Black,Summer,3.0,No,Store Pickup,No,No,18,Debit Card,Monthly
2056,66,Male,Jeans,Clothing,83,West Virginia,M,Violet,Spring,3.1,No,Express,No,No,25,Cash,Quarterly
2057,33,Male,Jacket,Outerwear,99,Michigan,L,Maroon,Fall,4.2,No,2-Day Shipping,No,No,4,Cash,Monthly
2058,55,Male,Sunglasses,Accessories,22,Louisiana,M,Turquoise,Winter,3.8,No,Next Day Air,No,No,27,Venmo,Quarterly
2059,18,Male,Jacket,Outerwear,72,North Dakota,M,Turquoise,Spring,4.2,No,Express,No,No,36,Bank Transfer,Monthly
2060,61,Male,Sandals,Footwear,35,Georgia,XL,Purple,Spring,3.6,No,Express,No,No,46,Cash,Annually
2061,31,Male,Shorts,Clothing,97,Idaho,S,Maroon,Spring,4.8,No,Standard,No,No,29,Bank Transfer,Annually
2062,48,Male,Shoes,Footwear,36,Maine,M,Beige,Winter,3.0,No,Express,No,No,21,Bank Transfer,Annually
2063,63,Male,Backpack,Accessories,50,New Hampshire,M,Yellow,Spring,4.9,No,2-Day Shipping,No,No,15,Credit Card,Annually
2064,49,Male,Shoes,Footwear,66,Massachusetts,M,Gold,Fall,4.8,No,Next Day Air,No,No,38,Cash,Annually
2065,19,Male,Dress,Clothing,74,South Dakota,M,Indigo,Summer,3.3,No,Standard,No,No,19,Credit Card,Annually
2066,30,Male,Skirt,Clothing,66,Colorado,L,Cyan,Summer,2.7,No,Standard,No,No,31,Credit Card,Weekly
2067,50,Male,Jacket,Outerwear,53,Rhode Island,XL,Silver,Fall,4.2,No,Express,No,No,30,Credit Card,Quarterly
2068,66,Male,Shirt,Clothing,31,Missouri,L,Silver,Fall,3.6,No,Next Day Air,No,No,40,Bank Transfer,Quarterly
2069,25,Male,Hoodie,Clothing,66,Wyoming,M,Silver,Summer,3.8,No,Next Day Air,No,No,42,Credit Card,Monthly
2070,29,Male,Skirt,Clothing,82,Maine,S,Pink,Spring,4.2,No,Free Shipping,No,No,20,Cash,Quarterly
2071,53,Male,Skirt,Clothing,49,Connecticut,S,Violet,Summer,2.7,No,Express,No,No,3,Cash,Weekly
2072,24,Male,Scarf,Accessories,27,Alaska,M,Black,Fall,5.0,No,Next Day Air,No,No,14,Cash,Annually
2073,51,Male,Sunglasses,Accessories,65,Alaska,M,Purple,Fall,4.7,No,Next Day Air,No,No,32,Credit Card,Monthly
2074,26,Male,Sandals,Footwear,48,North Carolina,S,Black,Summer,3.2,No,Store Pickup,No,No,20,PayPal,Quarterly
2075,41,Male,Jacket,Outerwear,47,Utah,S,Magenta,Winter,4.2,No,Store Pickup,No,No,6,Venmo,Annually
2076,20,Male,Pants,Clothing,38,Alabama,M,Magenta,Spring,3.7,No,Store Pickup,No,No,2,PayPal,Annually
2077,22,Male,Shirt,Clothing,49,Hawaii,S,Black,Spring,4.2,No,Store Pickup,No,No,35,Credit Card,Annually
2078,30,Male,Skirt,Clothing,90,Indiana,L,Olive,Summer,4.0,No,Store Pickup,No,No,45,Venmo,Monthly
2079,25,Male,Sunglasses,Accessories,45,Vermont,XL,Olive,Winter,2.7,No,Next Day Air,No,No,20,Bank Transfer,Quarterly
2080,39,Male,Belt,Accessories,72,Iowa,L,Peach,Summer,4.0,No,Store Pickup,No,No,48,Bank Transfer,Annually
2081,49,Male,Gloves,Accessories,26,Maryland,S,Silver,Spring,2.9,No,Next Day Air,No,No,37,Cash,Bi-Weekly
2082,23,Male,Scarf,Accessories,66,Louisiana,L,Olive,Spring,4.0,No,Store Pickup,No,No,24,Bank Transfer,Monthly
2083,33,Male,T-shirt,Clothing,71,New Mexico,S,Lavender,Summer,3.9,No,Next Day Air,No,No,4,Debit Card,Quarterly
2084,60,Male,Shoes,Footwear,38,South Carolina,M,Red,Summer,3.3,No,2-Day Shipping,No,No,25,Debit Card,Annually
2085,51,Male,Pants,Clothing,74,Illinois,M,Gray,Spring,3.9,No,Next Day Air,No,No,14,PayPal,Monthly
2086,23,Male,Gloves,Accessories,21,Minnesota,M,Magenta,Fall,3.9,No,Store Pickup,No,No,14,Bank Transfer,Monthly
2087,20,Male,Socks,Clothing,50,Oregon,L,Maroon,Summer,4.2,No,Standard,No,No,46,Credit Card,Quarterly
2088,51,Male,Sneakers,Footwear,33,Tennessee,M,Cyan,Summer,4.6,No,Store Pickup,No,No,27,PayPal,Quarterly
2089,23,Female,Shorts,Clothing,35,Maryland,L,Cyan,Summer,3.3,No,2-Day Shipping,No,No,46,Credit Card,Bi-Weekly
2090,67,Female,Blouse,Clothing,41,Wisconsin,L,Lavender,Fall,4.8,No,Express,No,No,24,Venmo,Quarterly
2091,23,Female,Coat,Outerwear,77,Idaho,S,Pink,Fall,4.1,No,Next Day Air,No,No,4,PayPal,Annually
2092,26,Female,Sunglasses,Accessories,68,Wyoming,M,Gray,Summer,3.4,No,Standard,No,No,2,Credit Card,Monthly
2093,52,Female,Shorts,Clothing,81,Indiana,L,Yellow,Winter,3.6,No,Express,No,No,29,Bank Transfer,Monthly
2094,52,Female,Dress,Clothing,71,Texas,M,Pink,Summer,2.7,No,Express,No,No,7,Credit Card,Monthly
2095,52,Female,Handbag,Accessories,32,Ohio,XL,Indigo,Summer,3.2,No,Next Day Air,No,No,39,PayPal,Bi-Weekly
2096,35,Female,Boots,Footwear,35,Kansas,L,Gray,Summer,4.4,No,2-Day Shipping,No,No,46,Credit Card,Monthly
2097,24,Female,Pants,Clothing,85,South Carolina,L,Yellow,Spring,4.9,No,Express,No,No,44,Venmo,Annually
2098,43,Female,Boots,Footwear,86,Michigan,XL,Olive,Fall,4.8,No,Express,No,No,20,Bank Transfer,Annually
2099,25,Female,Skirt,Clothing,98,Nebraska,M,Cyan,Summer,2.8,No,2-Day Shipping,No,No,44,PayPal,Monthly
2100,46,Female,Sneakers,Footwear,42,Wisconsin,L,Silver,Fall,2.9,No,Free Shipping,No,No,23,Bank Transfer,Annually
2101,22,Female,Jewelry,Accessories,69,Illinois,L,Silver,Winter,3.2,No,Store Pickup,No,No,37,PayPal,Weekly
2102,70,Female,T-shirt,Clothing,76,Louisiana,L,Red,Winter,3.5,No,Store Pickup,No,No,4,Venmo,Weekly
2103,49,Female,Sandals,Footwear,85,Ohio,S,Brown,Winter,4.1,No,Store Pickup,No,No,14,Venmo,Monthly
2104,48,Female,Boots,Footwear,37,Maryland,M,Orange,Summer,4.1,No,Free Shipping,No,No,31,Cash,Monthly
2105,59,Female,Coat,Outerwear,72,Texas,M,Black,Summer,4.8,No,Next Day Air,No,No,9,PayPal,Quarterly
2106,39,Female,Belt,Accessories,28,Illinois,L,Teal,Spring,2.8,No,Free Shipping,No,No,31,Credit Card,Weekly
2107,30,Female,Sunglasses,Accessories,29,Pennsylvania,M,Yellow,Fall,4.7,No,Express,No,No,26,Bank Transfer,Monthly
2108,37,Female,Sandals,Footwear,54,Alabama,XL,Gray,Winter,4.8,No,2-Day Shipping,No,No,41,PayPal,Quarterly
2109,67,Female,Hoodie,Clothing,36,Nevada,M,Olive,Summer,2.6,No,2-Day Shipping,No,No,4,Cash,Bi-Weekly
2110,40,Female,Hat,Accessories,26,Florida,S,Charcoal,Fall,3.3,No,Express,No,No,15,Cash,Quarterly
2111,43,Female,Backpack,Accessories,62,Kentucky,M,Maroon,Spring,3.6,No,Free Shipping,No,No,3,Cash,Monthly
2112,33,Female,Belt,Accessories,76,Montana,M,Magenta,Spring,3.4,No,2-Day Shipping,No,No,34,Credit Card,Monthly
2113,44,Female,Socks,Clothing,52,Nebraska,L,Indigo,Fall,3.3,No,Next Day Air,No,No,21,Venmo,Annually
2114,23,Female,Shoes,Footwear,23,Massachusetts,L,Olive,Summer,4.8,No,Standard,No,No,17,Debit Card,Bi-Weekly
2115,59,Female,Sneakers,Footwear,45,North Carolina,L,Maroon,Winter,3.9,No,2-Day Shipping,No,No,5,Venmo,Quarterly
2116,68,Female,Backpack,Accessories,30,Montana,M,Indigo,Summer,4.2,No,Next Day Air,No,No,21,Cash,Monthly
2117,46,Female,Dress,Clothing,60,Washington,M,Gray,Summer,4.7,No,Free Shipping,No,No,42,Credit Card,Monthly
2118,56,Female,Boots,Footwear,25,Virginia,M,Gray,Winter,2.7,No,Express,No,No,49,Credit Card,Quarterly
2119,53,Female,Handbag,Accessories,38,West Virginia,XL,Turquoise,Spring,2.9,No,2-Day Shipping,No,No,18,Credit Card,Quarterly
2120,29,Female,Blouse,Clothing,50,Wyoming,M,Orange,Fall,3.9,No,Standard,No,No,47,PayPal,Quarterly
2121,44,Female,Belt,Accessories,32,New Mexico,L,Yellow,Summer,4.7,No,Free Shipping,No,No,18,Bank Transfer,Weekly
2122,43,Female,Pants,Clothing,40,Nebraska,L,Blue,Winter,3.3,No,2-Day Shipping,No,No,48,Cash,Bi-Weekly
2123,55,Female,Boots,Footwear,50,Hawaii,L,Lavender,Summer,2.6,No,Standard,No,No,46,Cash,Quarterly
2124,66,Female,Sunglasses,Accessories,27,Louisiana,M,Olive,Spring,4.9,No,Express,No,No,34,Credit Card,Quarterly
2125,57,Female,Coat,Outerwear,27,South Dakota,M,White,Spring,4.7,No,Free Shipping,No,No,12,Debit Card,Bi-Weekly
2126,42,Female,Jacket,Outerwear,59,Delaware,L,Red,Winter,3.2,No,Standard,No,No,36,Bank Transfer,Quarterly
2127,25,Female,Boots,Footwear,86,Utah,M,Violet,Fall,3.6,No,2-Day Shipping,No,No,49,Debit Card,Annually
2128,22,Female,T-shirt,Clothing,83,California,XL,Olive,Winter,3.2,No,Standard,No,No,36,Cash,Weekly
2129,49,Female,Sweater,Clothing,45,Idaho,L,Silver,Summer,2.8,No,Store Pickup,No,No,18,Bank Transfer,Monthly
2130,70,Female,Shoes,Footwear,37,Texas,L,Gray,Fall,4.0,No,Next Day Air,No,No,39,Debit Card,Monthly
2131,56,Female,Scarf,Accessories,27,Tennessee,XL,Olive,Winter,4.4,No,Free Shipping,No,No,34,PayPal,Weekly
2132,52,Female,Dress,Clothing,59,Tennessee,L,Beige,Spring,3.4,No,Next Day Air,No,No,35,Debit Card,Weekly
2133,65,Female,Jacket,Outerwear,71,Washington,S,Turquoise,Spring,5.0,No,Store Pickup,No,No,1,Credit Card,Monthly
2134,32,Female,Backpack,Accessories,73,Nebraska,M,Pink,Fall,4.2,No,Standard,No,No,19,Cash,Weekly
2135,57,Female,Dress,Clothing,84,Alabama,M,Teal,Summer,3.3,No,Store Pickup,No,No,44,Debit Card,Weekly
2136,69,Female,Jacket,Outerwear,48,Wisconsin,L,Purple,Summer,4.7,No,Standard,No,No,3,Bank Transfer,Monthly
2137,30,Female,Sunglasses,Accessories,22,Nebraska,L,Red,Spring,4.0,No,Standard,No,No,50,Venmo,Bi-Weekly
2138,37,Female,Jacket,Outerwear,95,North Dakota,L,Brown,Fall,4.6,No,Standard,No,No,7,Debit Card,Quarterly
2139,19,Female,Coat,Outerwear,64,Mississippi,M,Magenta,Fall,3.8,No,2-Day Shipping,No,No,20,Debit Card,Annually
2140,25,Female,Sneakers,Footwear,82,Mississippi,XL,Pink,Winter,4.1,No,Express,No,No,29,PayPal,Monthly
2141,47,Female,Shoes,Footwear,40,Colorado,L,Black,Spring,2.7,No,Store Pickup,No,No,21,Debit Card,Weekly
2142,22,Female,Shorts,Clothing,90,Virginia,M,Peach,Winter,4.9,No,Next Day Air,No,No,10,Venmo,Monthly
2143,55,Female,Scarf,Accessories,37,Maryland,M,Peach,Spring,2.8,No,Store Pickup,No,No,45,Bank Transfer,Quarterly
2144,19,Female,Sandals,Footwear,60,Minnesota,S,Teal,Spring,4.9,No,Free Shipping,No,No,17,PayPal,Monthly
2145,23,Female,Hat,Accessories,68,Maine,M,Green,Spring,2.8,No,2-Day Shipping,No,No,22,PayPal,Monthly
2146,54,Female,Shoes,Footwear,39,Texas,XL,Brown,Summer,2.9,No,Store Pickup,No,No,3,PayPal,Quarterly
2147,52,Female,Sneakers,Footwear,71,Missouri,M,Brown,Spring,2.5,No,Next Day Air,No,No,11,Debit Card,Monthly
2148,64,Female,Backpack,Accessories,74,Mississippi,S,Violet,Summer,2.7,No,Free Shipping,No,No,4,Debit Card,Annually
2149,31,Female,Gloves,Accessories,56,Montana,S,Violet,Summer,4.1,No,Free Shipping,No,No,32,Credit Card,Bi-Weekly
2150,31,Female,Backpack,Accessories,68,North Carolina,M,Magenta,Summer,4.7,No,Express,No,No,46,PayPal,Annually
2151,63,Female,Jeans,Clothing,83,New York,XL,Yellow,Summer,2.7,No,2-Day Shipping,No,No,13,Cash,Monthly
2152,44,Female,Hoodie,Clothing,40,Montana,M,Pink,Spring,4.8,No,Store Pickup,No,No,45,Credit Card,Annually
2153,57,Female,Jewelry,Accessories,51,North Carolina,S,Indigo,Spring,4.4,No,Free Shipping,No,No,35,Cash,Quarterly
2154,19,Female,Sunglasses,Accessories,55,Pennsylvania,M,Lavender,Summer,4.9,No,Free Shipping,No,No,34,Bank Transfer,Monthly
2155,27,Female,Shoes,Footwear,76,Texas,M,Black,Spring,3.9,No,Free Shipping,No,No,47,Debit Card,Annually
2156,28,Female,Boots,Footwear,88,Michigan,M,Magenta,Summer,4.1,No,Standard,No,No,44,PayPal,Monthly
2157,39,Female,Hoodie,Clothing,40,Ohio,M,Orange,Fall,3.7,No,Standard,No,No,21,PayPal,Quarterly
2158,24,Female,Jacket,Outerwear,98,Virginia,L,Turquoise,Spring,3.0,No,Free Shipping,No,No,16,Venmo,Annually
2159,64,Female,Jacket,Outerwear,50,Vermont,M,Cyan,Spring,3.4,No,Standard,No,No,15,Bank Transfer,Annually
2160,51,Female,Sandals,Footwear,46,Alaska,L,Pink,Spring,2.7,No,2-Day Shipping,No,No,26,PayPal,Quarterly
2161,27,Female,Dress,Clothing,67,Minnesota,S,Indigo,Fall,3.1,No,Free Shipping,No,No,50,Venmo,Bi-Weekly
2162,48,Female,Sweater,Clothing,79,Colorado,S,Peach,Winter,4.0,No,Free Shipping,No,No,30,Venmo,Monthly
2163,69,Female,Gloves,Accessories,34,Rhode Island,M,Beige,Spring,3.6,No,Next Day Air,No,No,48,PayPal,Quarterly
2164,59,Female,Sunglasses,Accessories,36,New Jersey,L,Gold,Summer,3.6,No,Free Shipping,No,No,21,Venmo,Monthly
2165,42,Female,Hat,Accessories,23,Minnesota,L,Violet,Winter,4.1,No,Free Shipping,No,No,41,PayPal,Bi-Weekly
2166,39,Female,Hat,Accessories,83,Delaware,XL,Brown,Fall,4.3,No,Next Day Air,No,No,11,Venmo,Bi-Weekly
2167,32,Female,Blouse,Clothing,98,Illinois,M,Purple,Summer,3.2,No,Standard,No,No,8,Bank Transfer,Monthly
2168,68,Female,Shoes,Footwear,39,Washington,M,Turquoise,Summer,3.9,No,Free Shipping,No,No,42,Cash,Quarterly
2169,41,Female,Skirt,Clothing,82,Alaska,S,Violet,Fall,5.0,No,Next Day Air,No,No,41,Credit Card,Monthly
